Windspeed,Lux,Humidity,Ext. Temperature,Station Temperature,Sea Level Pressure,Station Altitude,Absolute Pressure,Solar Irradiance
11.3045,2099.302285,46.4,45.4,38.796,1020.326,69.72,1004.904,748.2851483
15.0345,2094.734992,47.72,50.87,38.968,1020.326,69.64,1004.9006,775.0420583
13.3335,2089.89988,48.32,55.08,39.758,1020.3252,69.54,1004.9032,823.385015
7.964,2623.693982,47.4,48.292,39.286,1020.3238,69.76,1004.9014,1036.257282
14.056,2347.700949,48.44,51.676,39.646,1020.3262,69.58,1004.9006,865.0974333
18.9285,2546.68198,47.3,49.966,39.268,1020.3272,69.74,1004.8992,994.133785
12.4165,2255.26259,45.06,46.092,39.052,1020.3254,69.66,1004.9032,974.78712
13.6165,1908.266771,47.18,54.466,40.07,1020.326,69.62,1004.904,1045.785648
17.0155,2344.052482,48.28,50.092,39.166,1020.3238,69.66,1004.8976,864.76306
14.3665,2313.578957,49.12,51.294,39.248,1020.3248,69.54,1004.8984,850.6449617
17.3415,2149.720257,46.88,48.804,39.22,1020.3272,69.74,1004.8992,757.3624117
17.8895,2119.376702,46.56,50.122,38.98,1020.3236,69.58,1004.8976,745.404085
17.862,1986.912734,47.26,52.374,39.108,1020.3272,69.46,1004.8992,687.1140967
19.3975,1588.277529,55.14,37.662,36.782,1020.3236,69.86,1004.8986,583.20911
19.247,2523.961278,47.12,47.468,39.136,1020.324,69.66,1004.8976,984.030555
19.6595,1869.866462,46.48,45.84,38.246,1020.3236,69.82,1004.898,634.3582467
21.7865,2007.010757,46.24,44.95,38.496,1020.3234,69.84,1004.898,692.5779917
16.756,2315.036085,48.36,49.712,39.474,1020.3246,69.66,1004.8982,856.2009683
18.406,2172.697411,47.36,49.66,39.226,1020.324,69.66,1004.8976,771.5767983
19.1915,2036.256926,46.82,50.794,38.852,1020.3274,69.6,1004.8994,703.63137
17.582,1974.451221,47.18,48.674,38.528,1020.3268,69.66,1004.9002,677.54585
12.906,1867.114476,47.68,57.254,40.33,1020.3254,69.58,1004.9032,776.393355
14.508,2311.854618,48.7,51.32,39.114,1020.3256,69.58,1004.8998,847.1721533
16.409,2457.457647,48.14,48.832,39.426,1020.326,69.7,1004.8998,931.5241717
22.985,2017.831943,46.36,48.372,38.976,1020.3274,69.68,1004.8992,695.28054
21.9555,1943.431548,45.82,50.488,38.682,1020.3234,69.58,1004.8976,663.8448
19.8345,2007.520927,46.84,49.958,38.69,1020.3274,69.68,1004.8992,695.2175083
17.7245,1837.661823,46.9,48.178,38.82,1020.3228,69.68,1004.8978,739.7892567
15.519,2143.966049,46.62,51.162,38.902,1020.3266,69.64,1004.9004,760.8684867
15.6355,2458.051924,48.18,48.99,39.428,1020.3264,69.78,1004.8994,932.441865
18.0925,2430.765269,46.86,49.106,39.152,1020.3242,69.66,1004.8978,916.3224883
16.0415,2099.481785,47.08,50.856,38.912,1020.3266,69.58,1004.9002,740.0651133
20.097,1510.671038,56.04,36.812,36.234,1020.3236,69.84,1004.8986,558.4335117
18.017,1885.500294,46.58,48.338,38.354,1020.3238,69.68,1004.8982,641.1022983
11.5515,2063.451777,44.82,54.244,39.948,1020.3256,69.5,1004.9032,737.2861717
18.4335,1995.743822,46.78,47.944,38.704,1020.327,69.68,1004.8994,691.2598983
21.537,1733.353454,50.26,51.332,38.966,1020.3228,69.5,1004.8978,740.80882
18.8115,2551.742753,46.74,49.646,39.184,1020.3272,69.74,1004.8992,998.6510767
15.382,2340.387247,47.42,51.186,39.246,1020.324,69.6,1004.8976,865.9556633
15.5555,2176.133757,47.3,52.186,39.018,1020.327,69.6,1004.8996,772.7112283
19.7855,1872.728927,46.48,45.84,38.246,1020.3236,69.82,1004.898,636.1336717
20.6535,1931.548277,45.82,50.488,38.682,1020.3234,69.58,1004.8976,663.1546217
16.915,2140.024183,46.48,50.666,39.314,1020.3272,69.66,1004.8994,772.9998767
23.2475,2188.736076,47.52,47.65,39.23,1020.3274,69.74,1004.8992,785.0883083
15.8195,2157.270036,46.62,51.162,38.902,1020.3256,69.64,1004.8996,758.6433267
18.963,2553.692492,47.58,49.426,39.12,1020.3272,69.74,1004.8992,1002.626342
21.4665,2357.985824,47.2,46.572,39.198,1020.324,69.62,1004.8976,859.76603
21.572,1563.121378,56.3,35.662,36.192,1020.3236,69.84,1004.8986,549.7117925
19.339,1873.130085,46.48,45.84,38.246,1020.3236,69.82,1004.898,636.7630967
16.9595,1708.976071,52.16,47.39,38.524,1020.3258,69.68,1004.9002,729.238765
13.495,2321.165532,47.88,52.222,40.172,1020.3256,69.58,1004.9032,886.36702
17.6185,2005.920443,47.52,52.374,39.062,1020.3272,69.46,1004.8992,694.659275
19.09,2191.595686,47.46,49.498,39.164,1020.3238,69.66,1004.8976,781.47423
21.015,2106.115563,47.5,50.502,38.756,1020.3238,69.58,1004.8976,738.8246683
21.9255,2508.038827,47.08,47.468,38.902,1020.324,69.66,1004.8976,976.6090583
21.332,1578.442139,56.06,35.634,36.244,1020.3236,69.84,1004.8986,545.1811333
17.7255,2192.298258,47.6,52.186,39.19,1020.3274,69.52,1004.8994,781.8400083
21.9015,2081.554404,46.18,51.492,39.048,1020.3226,69.46,1004.8974,725.3253333
17.0295,2150.533687,47.1,49.312,39.21,1020.3272,69.74,1004.8992,757.3740117
15.4385,2176.70827,47.52,51.256,39.164,1020.3232,69.54,1004.8976,892.5370367
16.6505,1187.935211,63.68,39.13,35.81,1020.3264,69.8,1004.9,563.00111
17.821,2091.000821,46.78,48.282,39.052,1020.3274,69.68,1004.8992,731.9739117
13.451,1994.632682,48.66,53.878,39.752,1020.3252,69.54,1004.9032,920.6978817
13.983,1891.704439,46.86,59.202,41.096,1020.326,69.4,1004.8998,732.0852767
19.4015,1878.792744,46.7,45.784,38.156,1020.3238,69.82,1004.898,638.0402133
13.1915,2286.176468,46.86,51.496,40.014,1020.3268,69.58,1004.904,892.62025
19.841,1872.474839,46.48,45.84,38.246,1020.3236,69.82,1004.898,635.9078583
14.798,2294.632581,48.24,52.736,39.022,1020.3262,69.58,1004.9006,850.7511233
17.061,2080.435823,48.62,52.474,39.248,1020.3276,69.54,1004.8992,760.3290867
22.308,2203.699551,47.48,49.994,38.964,1020.3228,69.66,1004.8974,786.4071017
16.515,2376.909322,48.56,48.252,39.314,1020.3264,69.72,1004.8998,877.9127617
14.019,2328.662791,48.18,51.676,39.578,1020.326,69.58,1004.9006,867.3188183
15.598,2434.731726,48.26,46.132,39.024,1020.3256,69.72,1004.899,918.7082433
17.393,2122.299289,46.78,48.282,39.028,1020.3278,69.68,1004.8988,744.08715
19.22,2271.982014,47.62,49.534,38.952,1020.3268,69.72,1004.8998,937.81631
14.4315,2349.499383,47.7,51.938,39.59,1020.3256,69.58,1004.8998,862.57865
12.273,2692.044323,46.08,49.676,39.402,1020.3246,69.72,1004.9024,1087.9871
16.121,1988.436539,46.84,48.144,38.962,1020.3258,69.64,1004.9002,711.2831917
15.8795,2219.607548,48.18,52.356,39.3,1020.3268,69.58,1004.9,801.5471367
16.975,2045.185292,46.92,48.628,39.014,1020.3264,69.66,1004.9002,719.91402
16.2555,2367.360037,48.28,48.9,39.304,1020.3264,69.72,1004.8998,871.56096
11.725,1651.076442,46.94,52.23,39.67,1020.3252,69.56,1004.9032,1273.656857
15.753,2453.260749,47.78,40.912,39.104,1020.3186,69.72,1004.8908,938.665165
14.712,2080.032821,48.64,52.378,39.456,1020.3244,69.54,1004.898,764.0495717
14.671,2239.077047,48.54,52.56,39.16,1020.3236,69.54,1004.8976,893.876365
10.0895,1904.264345,47.04,55.328,40.07,1020.3244,69.54,1004.9014,646.8844467
9.605,2572.00855,43.84,48.53,39.348,1020.3238,69.62,1004.901,1047.195568
16.812,1884.904734,46.36,48.048,38.424,1020.326,69.68,1004.9,675.4128767
14.779,2120.320897,45.02,57.402,40.98,1020.3264,69.42,1004.8998,757.0621383
14.8835,2325.712566,47.9,49.802,39.25,1020.3258,69.76,1004.9,922.683245
12.2475,2247.811062,44.08,50.642,40.486,1020.3256,69.68,1004.9028,993.3342233
13.958,2071.048996,48.3,42.02,38.618,1020.3262,69.82,1004.9002,933.6022367
11.6035,2145.475594,46.08,44.84,39.114,1020.3256,69.74,1004.9028,930.0444383
16.0175,2089.844905,47.98,50.856,39.032,1020.3266,69.58,1004.9002,743.7805083
16.9755,1766.572891,49.02,47.67,38.696,1020.3236,69.68,1004.8982,635.3010567
13.386,2370.164007,47.98,52.222,40.172,1020.3268,69.58,1004.904,885.6666917
10.3355,2509.911255,47.56,45.734,39.638,1020.326,69.62,1004.904,1018.836043
10.5195,1949.425638,48.58,48.36,39.148,1020.3246,69.62,1004.9018,1049.682272
14.6315,2248.008927,47.7,41.87,38.91,1020.324,69.7,1004.8984,967.63239
14.988,2327.44403,47.94,51.198,39.298,1020.3256,69.64,1004.8998,860.05508
13.3885,2117.248435,45.68,54.716,40.1,1020.3252,69.54,1004.9032,858.2177833
11.737,2436.089741,46.72,44.914,38.768,1020.3236,69.7,1004.9016,919.5968467
11.5965,2440.693036,47.6,49.788,39.502,1020.324,69.72,1004.9016,925.3156617
10.103,1675.018873,47.12,53.236,39.904,1020.3266,69.56,1004.904,1275.710403
11.072,2422.792101,47.22,50.432,39.538,1020.3262,69.7,1004.9038,912.188835
18.213,2396.759744,47.88,51.252,39.002,1020.3262,69.52,1004.9,891.9703342
6.502,2492.005436,48.42,46.122,39.304,1020.326,69.62,1004.904,965.5147517
14.6945,2083.194381,47.5,49.458,38.996,1020.3248,69.7,1004.8992,744.5040467
9.0525,2372.530363,46.88,44.884,39.428,1020.3262,69.64,1004.904,975.6404367
13.8785,2433.070795,47.42,49.038,39.33,1020.3256,69.76,1004.8992,997.823935
11.5765,2306.095561,46.96,48.354,39.968,1020.3258,69.76,1004.9034,1216.905765
12.489,2478.072107,46.42,45.656,39.764,1020.3254,69.66,1004.9032,1102.037022
10.967,2405.254981,46.96,43.104,38.664,1020.3264,69.76,1004.9038,928.4337933
14.123,2271.936228,47.68,37.672,38.42,1020.324,69.7,1004.8984,914.5690917
16.605,2085.133947,47.58,48.962,38.922,1020.3272,69.74,1004.8992,760.5089767
11.941,2398.521186,43.98,48.288,40.476,1020.325,69.72,1004.9028,1232.509893
14.5525,2352.656766,47.38,52.026,39.59,1020.326,69.58,1004.9006,865.4032717
10.777,2211.273879,43.08,48.232,40.808,1020.325,69.56,1004.9032,1290.97926
12.869,2131.583627,45.1,48.632,39.326,1020.324,69.72,1004.9016,1005.393986
13.0705,2354.937472,47.92,51.152,40.024,1020.3252,69.6,1004.9032,879.349995
9.8985,2408.540357,47.3,49.338,39.486,1020.3262,69.72,1004.9038,908.1043233
14.9095,2165.896066,47.62,52.994,39.188,1020.326,69.58,1004.9006,1077.314819
14.6405,2309.323502,48.32,51.51,39.422,1020.324,69.54,1004.8976,875.1292833
14.408,1918.459166,45.9,55.776,40.624,1020.3276,69.6,1004.8992,1042.64715
11.419,1978.179205,44.22,51.296,40.322,1020.3238,69.52,1004.901,1120.112227
12.3995,2416.854162,41.72,52.898,40.204,1020.3238,69.52,1004.901,1053.070301
9.352,2449.86302,47.28,49.402,39.546,1020.324,69.66,1004.901,924.1580617
10.9805,1921.675187,44.94,43.03,38.198,1020.3268,69.82,1004.9036,692.8509717
11.837,2011.102113,46.1,43.038,38.026,1020.3244,69.74,1004.9022,739.12512
10.126,1922.860353,46.2,44.502,38.1,1020.3236,69.72,1004.9016,654.9654733
13.4065,2290.92075,47.68,53.78,39.976,1020.324,69.54,1004.901,896.33385
12.604,2061.032799,48.08,51.444,39.886,1020.3244,69.52,1004.9012,788.4085183
11.104,2446.159671,47.14,46.92,39,1020.324,69.72,1004.9016,933.72246
12.945,2474.608638,45.52,50.45,39.902,1020.325,69.6,1004.9032,1316.747052
15.312,2330.749772,48.24,49.58,39.116,1020.3264,69.78,1004.8998,860.9516267
9.527,1915.695846,45.6,47.83,38.892,1020.3256,69.68,1004.903,673.87563
15.8485,2117.971494,46.88,50.572,38.834,1020.3266,69.66,1004.9002,743.4745717
16.383,2222.732556,47.8,51.826,39.48,1020.3276,69.54,1004.8992,800.3325933
12.11,2259.037111,42.4,52.736,40.348,1020.3262,69.56,1004.904,1001.451772
14.404,1730.588999,46.58,50.882,40.248,1020.3256,69.62,1004.9004,1306.414723
13.567,2336.884956,48.46,51.676,39.716,1020.3252,69.54,1004.9032,872.04167
12.2905,2481.222071,44.52,47.336,40.19,1020.325,69.72,1004.9028,1109.558023
10.794,2321.845051,46.7,45.766,38.998,1020.3262,69.74,1004.9038,912.9571417
14.4815,2171.401488,47.04,50.526,39.524,1020.3266,69.72,1004.9002,1069.202148
11.9095,2454.118542,42.6,50.364,40.016,1020.3238,69.64,1004.901,1059.535783
14.0175,1848.923626,48.76,49.964,38.718,1020.324,69.76,1004.898,886.1786075
15.692,2341.173882,47.42,49.226,39.48,1020.324,69.72,1004.8982,866.9204233
13.0365,2261.191575,40.7,50.502,40.144,1020.3258,69.7,1004.9036,1071.273118
11.736,1884.998933,45.14,45.818,38.486,1020.326,69.82,1004.9036,694.1183033
19.465,1814.710265,48.12,51.044,39.022,1020.3238,69.56,1004.8976,724.85044
12.3875,2177.556026,45.22,45.736,40.414,1020.3238,69.6,1004.901,1329.925712
14.9785,2158.946837,45.26,53.552,39.388,1020.3244,69.54,1004.8978,1059.468682
10.5985,2465.239372,45.2,44.444,38.52,1020.325,69.64,1004.9032,1296.346213
17.414,1992.643235,46.58,47.11,38.7,1020.3258,69.64,1004.9002,690.7091
16.6995,1955.731254,47.62,51.632,39.234,1020.3234,69.48,1004.8974,1170.704805
15.496,2388.127479,48.1,51.388,39.224,1020.3262,69.58,1004.9002,886.4579983
10.936,2430.853447,47.14,46.184,39.174,1020.3262,69.74,1004.9038,919.0316317
16.77,2785.000139,46.42,50.536,39.192,1020.324,69.6,1004.8976,1120.288727
15.254,1786.998716,48.7,48.648,39.46,1020.324,69.76,1004.898,782.5627767
15.0895,2362.799582,48.7,51.984,39.302,1020.326,69.58,1004.9006,867.0577683
14.513,2357.13707,47.62,52.026,39.59,1020.326,69.58,1004.9006,867.9830967
15.886,2136.375056,47.1,48.478,39.182,1020.3266,69.78,1004.8994,752.3067408
19.853,1789.307786,46.28,48.508,38.922,1020.3274,69.72,1004.8992,665.335395
19.001,2504.29603,47.4,46.682,39.108,1020.3272,69.74,1004.8992,972.8633317
16.2285,2461.016804,46.72,49.45,39.326,1020.3264,69.72,1004.8998,933.022285
17.302,2155.190171,46.5,50.956,39.056,1020.3272,69.58,1004.8994,759.3238833
15.284,2052.682905,47.88,49.796,39.142,1020.3256,69.76,1004.8994,763.0814767
18.34,2186.243642,47.48,52.334,39.236,1020.3244,69.48,1004.8976,779.2670883
17.467,2197.990706,48.42,52.69,39.16,1020.3278,69.52,1004.8992,802.3116683
18.7145,2156.454505,46.82,50.692,39.048,1020.324,69.6,1004.8976,762.3156517
18.429,2248.072035,47.94,52.83,39.248,1020.3272,69.52,1004.8994,872.8155033
17.9725,2559.176432,47.58,49.078,39.12,1020.3272,69.72,1004.8992,1004.13775
15.6475,2479.591431,44.02,49.664,39.772,1020.324,69.72,1004.8982,1087.892102
17.021,2364.019872,48.76,50.274,39.264,1020.324,69.6,1004.8976,869.1197067
16.6825,2711.667566,46.22,49.392,39.63,1020.3264,69.72,1004.8998,1105.14417
19.523,2556.953111,47.3,47.39,39.056,1020.324,69.66,1004.8976,1003.467783
18.8425,2445.65855,48.98,51.38,39.1,1020.3242,69.48,1004.8976,923.146105
17.377,1981.510458,47.36,48.336,38.706,1020.3258,69.64,1004.9002,689.5134217
17.106,2485.184759,47.92,48.256,39.23,1020.327,69.74,1004.8994,978.8224967
22.8555,1946.089739,45.82,50.488,38.682,1020.3274,69.6,1004.8994,677.62072
19.4655,1806.227452,48.44,49.456,39.516,1020.3236,69.68,1004.8982,727.7802583
20.4655,2376.0145,47.4,48.178,39.18,1020.319,69.6,1004.8918,876.78663
19.429,1877.143681,46.72,50.172,38.744,1020.3238,69.62,1004.8976,636.1901133
17.373,2153.098307,46.88,48.804,39.22,1020.3272,69.74,1004.8992,759.04597
16.9315,2063.157316,48.54,51.64,39.092,1020.324,69.48,1004.8974,785.81568
18.1,2448.118389,48.94,51.106,39.1,1020.3276,69.6,1004.8992,923.48767
21.009,1917.413164,45.94,44.95,38.184,1020.3234,69.84,1004.898,652.2275317
13.675,2183.951021,45.6,49.422,39.352,1020.3258,69.76,1004.9034,1031.034252
20.9785,1827.76938,46.32,48.408,38.416,1020.3226,69.68,1004.898,631.14449
18.0415,2154.408441,46.08,50.956,39.294,1020.324,69.54,1004.8976,760.2500533
24.0395,2206.073216,47.96,51.084,38.892,1020.3274,69.58,1004.8994,787.0793367
16.913,2596.703227,47.34,48.666,39.306,1020.327,69.74,1004.8994,1024.628915
17.6395,2097.091726,46.86,47.97,39.038,1020.3276,69.7,1004.8988,732.4463067
21.5935,1382.985798,61.4,28.884,33.752,1020.322,69.8,1004.898,472.15253
17.767,1933.642454,46.08,52.254,39.144,1020.3272,69.46,1004.8992,676.5034383
17.8515,2466.086213,47.54,41.788,38.748,1020.3262,69.82,1004.8996,935.442765
20.242,2194.366318,47.46,49.498,39.164,1020.3238,69.66,1004.8976,781.6180567
18.598,2260.957707,47.78,53.196,39.258,1020.3274,69.52,1004.8994,825.6748733
19.877,2158.971579,46.38,48.47,39.232,1020.3238,69.66,1004.8976,783.1472567
18.933,2545.057779,47.3,49.966,39.268,1020.3272,69.74,1004.8992,993.2770783
22.317,1903.919254,46.88,51.342,38.58,1020.3234,69.5,1004.8974,643.9805917
20.7665,2734.086269,45.28,48.198,39.586,1020.323,69.66,1004.8976,1109.270523
16.409,2457.457647,48.14,48.832,39.426,1020.326,69.7,1004.8998,931.5241717
20.2055,1909.02528,46.06,53.678,38.944,1020.3278,69.52,1004.8992,656.3603433
18.8105,2551.714376,46.74,49.646,39.184,1020.3272,69.74,1004.8992,998.470755
21.1895,1575.27025,56.06,35.634,36.192,1020.3236,69.84,1004.8986,544.9328333
12.711,2176.60377,46,46.474,39.322,1020.325,69.66,1004.9032,1196.160625
15.172,1831.750363,46.5,51.248,38.8,1020.324,69.56,1004.8976,700.0272033
14.2885,2355.924877,48.1,51.81,39.476,1020.3268,69.58,1004.9006,871.7482567
22.0945,2512.620106,47.58,47.542,39.114,1020.3234,69.66,1004.8976,987.0678917
21.028,1793.245796,46.9,45.492,38.642,1020.3226,69.82,1004.8978,613.02458
18.08,2425.719758,47.26,51.252,39.016,1020.3266,69.52,1004.9,906.8717467
23.09,2279.54973,47.78,50.698,38.878,1020.324,69.6,1004.8976,820.7833317
11.4425,2602.049652,45.94,45.218,39.536,1020.3258,69.72,1004.9036,1045.104072
20.9385,1930.81537,45.66,48.622,38.536,1020.3234,69.64,1004.8976,658.5087167
17.757,2158.023478,46.88,48.804,39.202,1020.324,69.66,1004.8976,762.5371133
14.1765,2079.5722,48.46,44.578,38.59,1020.324,69.76,1004.898,812.69306
13.6245,2364.899551,48.74,52.23,39.53,1020.3252,69.54,1004.9032,885.340855
19.5435,2621.156415,46.94,47.184,39.192,1020.3236,69.66,1004.8976,1040.600517
18.523,2017.972139,46.5,47.448,38.942,1020.3274,69.68,1004.8992,695.8348717
17.6755,1925.744558,45.94,48.338,38.564,1020.3268,69.66,1004.9002,665.6835083
18.8505,2445.65855,48.98,51.38,39.1,1020.3242,69.48,1004.8976,923.146105
16.447,2105.91532,47.08,48.962,39.102,1020.3272,69.68,1004.8992,734.55008
17.753,2330.364645,48.44,49.712,39.364,1020.3236,69.66,1004.8976,861.6090967
17.9505,2436.715239,46.86,48.758,39.152,1020.3266,69.72,1004.8998,920.3214967
13.509,2396.991841,48.16,51.676,40.026,1020.3262,69.58,1004.904,903.2156967
13.0585,1851.531404,47.88,57.254,40.33,1020.3254,69.58,1004.9032,784.359075
16.7565,2367.890139,48.76,50.192,39.264,1020.324,69.6,1004.8976,870.9016367
13.5935,2258.830231,47.46,53.18,39.672,1020.3232,69.54,1004.901,983.928075
11.0955,1905.321418,46.02,41.244,37.944,1020.3254,69.84,1004.903,676.82097
15.1855,2189.504531,47.78,53.552,39.342,1020.3236,69.54,1004.8976,810.87395
16.4495,2363.477614,48.56,48.252,39.364,1020.3264,69.72,1004.8998,870.622535
12.2255,2523.064715,43.74,48.584,39.714,1020.3254,69.72,1004.9028,1092.706715
13.196,1981.051116,49.92,59.45,39.964,1020.326,69.58,1004.904,836.5771467
13.908,1955.319578,46.86,56.02,40.608,1020.3228,69.48,1004.8974,827.45808
10.9865,1957.331942,47.08,46.514,39.618,1020.325,69.68,1004.9028,1280.171903
15.3145,2125.100776,47.04,50.746,38.826,1020.3258,69.64,1004.9006,747.1670692
12.1685,2247.795523,46.8,50.042,39.344,1020.3258,69.76,1004.9034,971.58916
11.5355,2428.971925,47.02,50.488,39.496,1020.324,69.64,1004.901,942.99423
14.403,2356.830315,47.36,51.762,39.514,1020.326,69.58,1004.9006,869.6274017
6.4315,2680.186244,45.98,45.54,39.85,1020.3232,69.72,1004.9016,1084.367075
9.169,2422.316242,47.1,47.082,38.982,1020.3252,69.66,1004.9032,904.671245
9.142,2420.736062,47.3,48.882,39.604,1020.3248,69.66,1004.9018,907.0322892
9.6625,2480.330671,47.8,47.78,39.248,1020.3258,69.66,1004.904,951.2219867
12.6795,1513.812295,51.22,57.906,39.58,1020.3228,69.5,1004.9008,991.7527567
13.948,1803.929069,50.7,47.38,38.556,1020.324,69.76,1004.898,873.1417808
14.878,2333.472627,47.84,49.802,39.3,1020.3264,69.78,1004.9,901.115015
11.7655,1978.984992,49.08,56.772,39.956,1020.324,69.52,1004.901,897.902615
10.787,1729.842736,52.5,47.894,38.402,1020.3266,69.76,1004.9036,728.754605
11.5695,2153.186354,46.88,44.942,38.918,1020.3256,69.74,1004.9028,885.144575
10.91,1986.350828,48.16,35.842,41.368,1020.3264,69.66,1004.9042,1383.212765
8.744,2412.457942,47.16,48.936,39.606,1020.326,69.7,1004.9038,898.921485
14.7015,2259.553055,47.88,52.028,39.416,1020.3236,69.54,1004.8976,864.2712983
16.2285,2461.016804,46.72,49.45,39.326,1020.3264,69.72,1004.8998,933.022285
9.6435,2446.155483,47.24,47.84,39.486,1020.3256,69.7,1004.9028,923.1781183
15.14,2119.785827,47.02,51.442,38.992,1020.3232,69.54,1004.8976,764.5227858
12.211,2008.7436,48.78,49.3,39.376,1020.3256,69.76,1004.9026,895.720485
13.669,2052.821992,48.16,49.154,39.118,1020.324,69.72,1004.9016,819.5971233
11.2065,2660.688992,46.2,45.206,39.374,1020.3264,69.74,1004.9038,1067.68005
9.6585,2545.632747,47.74,47.878,39.322,1020.3254,69.62,1004.9032,1046.947598
15.052,2350.485768,48.02,51.844,39.56,1020.326,69.58,1004.9006,866.7965
9.9195,2513.161643,47.84,48.434,39.362,1020.3212,69.64,1004.8994,975.3791517
12.197,2444.476289,46.14,49.788,39.726,1020.325,69.72,1004.9028,927.424455
13.001,2294.647207,47.14,53.444,40.114,1020.324,69.54,1004.901,904.3273867
14.7685,2300.925617,48.44,52.736,39.132,1020.324,69.54,1004.8976,853.415165
13.57,2424.509646,43.3,48.92,39.898,1020.3256,69.76,1004.9026,996.8901058
14.1715,2056.125431,47.92,49.712,39.108,1020.324,69.72,1004.8982,819.5872133
14.7245,2178.907531,47.78,52.696,39.11,1020.3236,69.54,1004.8976,840.9064542
14.9255,2277.531048,47.98,53.624,39.174,1020.3236,69.54,1004.8976,896.3557867
8.1345,2637.194713,44.42,49.294,39.408,1020.325,69.76,1004.9026,1053.11357
14.19,2343.291095,47.44,51.608,39.35,1020.326,69.58,1004.9006,867.4474667
13.9645,2458.593622,45.78,49.546,39.634,1020.3256,69.76,1004.8992,1037.858352
11.9005,2312.977598,43,48.818,40.61,1020.3246,69.66,1004.9018,1247.164508
10.891,2447.823053,47.58,48.904,39.63,1020.3252,69.72,1004.9028,940.4465733
14.3315,1986.6288,49.84,54.244,39.404,1020.3244,69.54,1004.8978,812.7568783
11.894,2153.027888,45.22,44.368,38.514,1020.3244,69.7,1004.902,766.2300317
11.05,2439.457304,47.66,49.368,39.512,1020.324,69.72,1004.9016,926.9303717
15.6825,1958.903546,49.22,52.686,39.05,1020.3236,69.54,1004.8976,823.0044217
15.0615,2348.332422,48.02,51.844,39.56,1020.326,69.58,1004.9006,866.3110833
13.6345,2165.378232,46.86,52.846,39.632,1020.3262,69.58,1004.904,1071.102515
7.55,2620.289455,47,45.674,39.544,1020.3262,69.74,1004.9038,1032.898067
11.216,2397.182973,43.88,46.498,39.858,1020.3254,69.68,1004.9028,1122.652938
15.222,2362.359978,48.7,51.984,39.228,1020.3244,69.54,1004.8978,867.8263933
22.475,2584.404995,47.42,48.87,39.108,1020.324,69.66,1004.8976,1009.748597
14.2875,2326.961399,48.08,51.62,39.328,1020.3256,69.58,1004.8998,869.08087
10.0665,1557.257294,46.22,49.414,39.902,1020.326,69.7,1004.9038,1185.597742
13.35,2268.069743,47.24,53.406,39.574,1020.3252,69.54,1004.9032,836.74227
13.002,2264.459102,44.72,47.576,39.514,1020.325,69.72,1004.9028,1168.254913
11.804,2128.577953,45.7,48.48,39.92,1020.325,69.72,1004.9028,1199.424442
6.5195,2653.080922,46.18,43.406,39.478,1020.3238,69.72,1004.9016,1065.966095
14.7615,2114.711864,47.7,52.852,39.042,1020.3252,69.54,1004.9,750.5540133
14.971,2317.974009,47.94,51.564,39.298,1020.3252,69.54,1004.8998,864.174675
11.22,2408.544975,46.82,44.044,38.574,1020.3268,69.76,1004.9034,939.8231433
11.145,2750.594308,45.94,45.54,40.166,1020.3256,69.72,1004.9028,1114.45005
12.291,2424.215152,46.46,49.788,39.666,1020.3234,69.72,1004.9016,939.6019575
11.4345,2147.180017,46.84,48.346,39.558,1020.3236,69.72,1004.9016,787.8991133
11.8415,2170.52412,46.24,47.196,39.166,1020.3256,69.76,1004.9026,936.61211
12.2565,2158.376693,47.22,47.49,39.786,1020.3246,69.72,1004.9024,1123.096808
9.8555,1916.523647,45.34,47.83,38.892,1020.3248,69.68,1004.9026,667.55545
9.531,2544.666123,45.72,46.624,39.6,1020.326,69.62,1004.904,1039.053693
11.1285,2465.204555,47.22,50.04,39.442,1020.3238,69.72,1004.9016,1025.766593
10.2155,2498.593037,48.12,48.23,39.37,1020.3238,69.62,1004.901,1027.329452
9.512,2415.559217,47.24,47.36,39.154,1020.3262,69.72,1004.9038,910.6865517
12.187,2072.046982,45.94,56.056,40.978,1020.3236,69.34,1004.8994,734.6931517
14.7335,2057.772435,48.26,49.212,39.536,1020.324,69.72,1004.8982,783.6086383
17.3695,1434.955125,56.72,37.358,36.258,1020.326,69.88,1004.901,626.5070917
14.395,2189.871784,46.36,51.444,39.568,1020.3256,69.58,1004.8998,1002.16103
12.7225,2304.219591,43.22,50.922,40.654,1020.3238,69.52,1004.901,1092.665562
15.047,2305.923813,48.44,52.736,39.076,1020.3252,69.54,1004.8998,854.2253033
13.67,2135.80798,47.02,51.152,39.218,1020.326,69.64,1004.9042,763.3665933
15.1245,2414.644902,48.78,51.584,39.194,1020.324,69.54,1004.8976,896.479985
13.5895,1853.926757,48.78,46.224,38.548,1020.3256,69.82,1004.9026,848.3798033
14.388,2229.27215,48,53.042,39.348,1020.3262,69.58,1004.9006,825.2093517
14.1605,2250.893789,47.96,51.724,39.544,1020.3256,69.58,1004.8998,976.9182483
12.7365,2641.638275,47.88,48.092,39.66,1020.3256,69.74,1004.9028,1155.188352
12.482,2236.452951,43.92,49.144,40.038,1020.3258,69.74,1004.9036,1184.755188
11.591,1724.393605,47.88,52.472,39.548,1020.326,69.6,1004.904,1174.121888
10.849,2430.848866,47.14,47.968,39.486,1020.3262,69.78,1004.9034,913.6822533
